ticker,name,ipo_date,current_stock_price,market_cap,sector,pe_ratio,gross_profit_margin,gross_profit,total_shares_outstanding,ps_ratio,total_revenue,revenue_growth_rate_last_year
GIPR,Generation Income Properties,09/02/2021,6.55,13997546.5,Real Estate,0,-24.114,0,2137030,3.691,3792631,0.0
GIW,GigInternational1,05/19/2021,9.9,268131600,Blank Check / SPAC,0,0.0,0,27084000,0.0,0,0.0
GLAQ,Globis Acquisition,12/11/2020,10.1,152013080,Blank Check / SPAC,0,0.0,0,15050800,0.0,0,0.0
GLBE,Global-E Online,05/12/2021,64.26,9140149234.44,Consumer Cyclical,0,-23.261,0,142236994,42.29,216131000,0.0
GLBL,Cartesian Growth,02/24/2021,9.89,426506269.78000003,Blank Check / SPAC,0,0.0,0,43125002,0.0,0,0.0
GLEE,Gladstone Acquisition,08/05/2021,9.96,135229908,Blank Check / SPAC,0,0.0,0,13577300,0.0,0,0.0
GLHA,Glass Houses Acquisition,03/23/2021,9.73,268150043,Blank Check / SPAC,0,0.0,0,27559100,0.0,0,0.0
GLSI,Greenwich LifeSciences,09/25/2020,35.1,456935310,Health Care,0,0.0,0,13018100,0.0,0,0.0
GLSPT,Global SPAC Partners,04/09/2021,10.01,259208950,Blank Check / SPAC,0,0.0,0,25895000,0.0,0,0.0
GLTA,Galata Acquisition,07/09/2021,9.81,153281250,Blank Check / SPAC,0,0.0,0,15625000,0.0,0,0.0
GLTO,Galecto,10/29/2020,2.97,75027543.03,Healthcare,0,0.0,0,25261799,0.0,0,0.0
GLUE,Monte Rosa Therapeutics,06/24/2021,21.23,987320257,Healthcare,0,0.0,0,46505900,0.0,0,0.0
GMBT,Queen's Gambit Growth Capital,01/20/2021,9.97,429956240.03000003,Blank Check / SPAC,0,0.0,0,43124999,0.0,0,0.0
GMII,Gores Metropoulos II,01/20/2021,9.95,559687480.0999999,Blank Check / SPAC,0,0.0,0,56249998,0.0,0,0.0
GMVD,G Medical Innovations,06/25/2021,1.915,26646650.5,Healthcare,0,-258.939,0,13914700,5.438,4900000,0.0
GNAC,Group Nine Acquisition,01/15/2021,9.79,281462500,Blank Check / SPAC,0,0.0,0,28750000,0.0,0,0.0
GOAC,GO Acquisition,08/05/2020,9.85,707968769.6999999,Blank Check / SPAC,0,0.0,0,71875002,0.0,0,0.0
GOBI,Gobi Acquisition,06/29/2021,9.72,312634080,Blank Check / SPAC,0,0.0,0,32164000,0.0,0,0.0
GOCO,GoHealth,07/15/2020,3.79,1215483263.15,Financial Services,222.941,0.16,824607000,320707985,1.148,1058738000,43.089
GOED,1847 Goedeker,07/31/2020,2.39,254264944.34,Consumer Cyclical,0,-2.677,47974651,106387006,1.076,236372815,369.766
GP,GreenPower Motor,08/28/2020,13.71,300576669,Consumer Cyclical,0,-71.309,3881461,21923900,21.659,13877877,29.366
GPAC,Global Partner Acquisition II,01/12/2021,9.76,366000000,Blank Check / SPAC,0,0.0,0,37500000,0.0,0,0.0
GPCO,Golden Path Acquisition,06/22/2021,9.99,74505420,Blank Check / SPAC,0,0.0,0,7458000,0.0,0,0.0
GRAY,Graybug Vision,09/25/2020,3,63958800,Healthcare,0,0.0,0,21319600,0.0,0,0.0
GRCL,Gracell Biotechnologies,01/08/2021,9.03,607208832.0899999,Healthcare,0,0.0,0,67243503,0.0,0,0.0
GRCY,Greencity Acquisition,07/24/2020,10.29,54125399.99999999,Blank Check / SPAC,0,0.0,0,5260000,0.0,0,0.0
GRIL,Muscle Maker,02/13/2020,1.15,20378460,Consumer Cyclical,0,-90.807,-1255572,17720400,2.4,8490355,80.644
GROY,Gold Royalty,03/09/2021,5.14,209840500,Materials,0,0.0,0,40825000,0.0,0,0.0
GRPH,Graphite Bio,06/25/2021,11.32,657454268.6800001,Healthcare,0,0.0,0,58078999,0.0,0,0.0
GRVI,Grove,06/24/2021,4.89,80088415.11,Healthcare,17.978,14.354,0,16377999,2.705,29607337,0.0
GSAQ,Global Synergy Acquisition,01/08/2021,9.85,318586430,Blank Check / SPAC,0,0.0,0,32343800,0.0,0,0.0
GSEV,Gores Holdings VII,02/23/2021,9.86,677875029.5799999,Blank Check / SPAC,0,0.0,0,68750003,0.0,0,0.0
GSQB,G Squared Ascend II,06/15/2021,9.84,67530050.4,Blank Check / SPAC,0,0.0,0,6862810,0.0,0,0.0
GSQD,G Squared Ascend I,02/05/2021,9.9,426739490.1,Blank Check / SPAC,0,0.0,0,43104999,0.0,0,0.0
GTH,Genetron Holdings,06/19/2020,12.3,1093121922.3,Healthcare,0,-723.004,39788532,88871701,16.842,64905963,0.0
GTLB,GitLab,10/14/2021,115.56,16526814208.92,Technology,0,-110.867,171877000,143015007,84.168,196356000,0.0
GTPA,Gores Technology Partners,03/12/2021,9.94,341687500,Blank Check / SPAC,0,0.0,0,34375000,0.0,0,0.0
GTPB,Gores Technology Partners II,03/12/2021,9.86,566949950.6999999,Blank Check / SPAC,0,0.0,0,57499995,0.0,0,0.0
GWII,Good Works II Acquisition,07/12/2021,9.81,251626500,Blank Check / SPAC,0,0.0,0,25650000,0.0,0,0.0
GXII,GX Acquisition II,03/18/2021,9.71,364124980.58000004,Blank Check / SPAC,0,0.0,0,37499998,0.0,0,0.0
GXO,GXO Logistics,07/30/2020,103.57,11873575924.279999,Industrials,95.018,0.0,0,114643004,0.0,0,0.0
HAAC,Health Assurance Acquisition,11/13/2020,9.81,540776259.8100001,Blank Check / SPAC,0,0.0,0,55125001,0.0,0,0.0
HAYW,Hayward Holdings,03/12/2021,27.22,6317162996.679999,Consumer Discretionary,87.524,4.946,0,232077994,7.216,875400000,0.0
HCAQ,HealthCor Catalio Acquisition,01/27/2021,9.95,269674850,Blank Check / SPAC,0,0.0,0,27103000,0.0,0,0.0
HCAR,Healthcare Services Acquisition,12/23/2020,9.76,404064000,Blank Check / SPAC,0,0.0,0,41400000,0.0,0,0.0
HCCC,Healthcare Capital,01/15/2021,9.91,340656259.91,Blank Check / SPAC,0,0.0,0,34375001,0.0,0,0.0
HCDI,Harbor Custom Development,08/28/2020,2.19,32627934,Real Estate,0,0.777,11452900,14898600,0.464,70336900,79.007
HCIC,Hennessy Capital Investment V,01/15/2021,9.81,423056259.81,Blank Check / SPAC,0,0.0,0,43125001,0.0,0,0.0
HCII,Hudson Executive Investment II,01/26/2021,9.74,304374990.26,Blank Check / SPAC,0,0.0,0,31249999,0.0,0,0.0
HCNE,JAWS Hurricane Acquisition,06/11/2021,9.85,389382339.7,Blank Check / SPAC,0,0.0,0,39531202,0.0,0,0.0
HCTI,Healthcare Triangle,10/13/2021,2.31,80144752.38,Healthcare,53.292,4.377,0,34694698,2.333,34357969,0.0
HCWB,HCW Biologics,07/20/2021,2.86,102182360.28,Healthcare,0,-219.953,0,35728098,24.924,4099750,0.0
HEPS,D-MARKET Electronic Services & Trading,07/01/2021,3.43,1118173184.5900002,Consumer Cyclical,0,-13.746,0,325998013,0.159,7011919467,0.0
HERA,FTAC Hera Acquisition,03/04/2021,9.78,1064406270.66,Blank Check / SPAC,0,0.0,0,108834997,0.0,0,0.0
HHLA,HH&L Acquisition,02/05/2021,9.73,503527490.27000004,Blank Check / SPAC,0,0.0,0,51749999,0.0,0,0.0
HIGA,H.I.G. Acquisition,10/21/2020,9.82,446742242,Blank Check / SPAC,0,0.0,0,45493100,0.0,0,0.0
HIII,Hudson Executive Investment III,02/24/2021,9.75,731249980.5,Blank Check / SPAC,0,0.0,0,74999998,0.0,0,0.0
HLAH,Hamilton Lane Alliance Holdings I,01/13/2021,9.765,317075428.53000003,Blank Check / SPAC,0,0.0,0,32470602,0.0,0,0.0
HLTH,Cue Health,09/24/2021,12.16,1779774213.76,Healthcare,0,-8.047,0,146363011,7.357,241902000,0.0
HLXA,Helix Acquisition,10/20/2020,9.92,146865600,Blank Check / SPAC,0,0.0,0,14805000,0.0,0,0.0
HMCO,HumanCo Acquisition,12/09/2020,9.9,380531230.2,Blank Check / SPAC,0,0.0,0,38437498,0.0,0,0.0
HMPT,Home Point Capital,01/29/2021,4,558112000,Financial Services,1.699,26.841,584947000,139528000,0.452,1234836000,21.151
HNST,The Honest Company,05/05/2021,8.67,789217086.33,Consumer Cyclical,0,-13.386,0,91028499,2.497,316127000,0.0
HOOD,Robinhood Markets,07/29/2021,30.53,25513158665.9,Technology,0,-181.92,0,835675030,14.414,1769972000,0.0
HOWL,Werewolf Therapeutics,04/30/2021,16.35,450924825.00000006,Healthcare,0,0.0,0,27579500,0.0,0,0.0
HPX,HPX Corp.,07/15/2020,9.85,311506269.7,Financial Services,0,0.0,0,31625002,0.0,0,0.0
HRMY,Harmony Biosciences,08/19/2020,39.15,2289159420.75,Healthcare,199.745,4.316,222897000,58471505,8.462,270515000,147.161
HRT,HireRight Holdings,10/29/2021,17.58,1395685218.54,Industrials,0,-10.176,0,79390513,2.298,607318000,0.0
HSAQ,Health Sciences Acquisitions 2,08/04/2020,9.87,201841499.99999997,Blank Check / SPAC,0,0.0,0,20450000,0.0,0,0.0
HTPA,Highland Transcend Partners I,12/03/2020,9.95,373124990.04999995,Blank Check / SPAC,0,0.0,0,37499999,0.0,0,0.0
HUDI,Huadi International Group,01/22/2021,19,249375000,Basic Materials,153.226,5.619,9719434,13125000,4.217,59137278,5.102
HUGS,USHG Acquisition,02/25/2021,10.38,370405120.38000005,Blank Check / SPAC,0,0.0,0,35684501,0.0,0,0.0
HUIZ,Huize Holding,02/12/2020,1.88,97640432,Financial Services,0,-3.605,453099000,51936400,0.058,1690126000,64.802
HWEL,Healthwell Acquisition I,08/03/2021,9.7,303125000,Blank Check / SPAC,0,0.0,0,31250000,0.0,0,0.0
HYAC,Haymaker Acquisition III,03/02/2021,9.74,386556230.52,Blank Check / SPAC,0,0.0,0,39687498,0.0,0,0.0
HYFM,Hydrofarm,12/10/2020,38.65,1720670983.6499999,Industrials,99.103,3.167,98811000,44519301,3.77,456453000,47.942
HYW,Hywin Holdings,03/26/2021,5.96,166880000,Finance and Insurance,4.992,11.32,127901692,28000000,0.091,1834422000,0.0
HZON,Horizon Acquisition II,10/20/2020,9.83,645093759.83,Blank Check / SPAC,0,0.0,0,65625001,0.0,0,0.0
IACB,ION Acquisition 2,02/11/2021,9.98,315617470.06,Blank Check / SPAC,0,0.0,0,31624997,0.0,0,0.0
IACC,ION Acquisition 3,04/30/2021,9.8,317333790.20000005,Blank Check / SPAC,0,0.0,0,32380999,0.0,0,0.0
IAS,Integral Ad Science Holding,06/30/2021,24.23,3729990139.2400002,Communication Services,0,-14.914,0,153940988,12.46,299348000,0.0
IBER,Ibere Pharmaceuticals,02/26/2021,9.73,167842500,Blank Check / SPAC,0,0.0,0,17250000,0.0,0,0.0
IBEX,IBEX Limited,08/07/2020,18.22,336552552,Information Technology,121.467,0.642,146863000,18471600,0.759,443662000,9.51
ICCM,IceCure Medical,08/26/2021,6.22,197932000.29999998,Healthcare,0,-96.432,0,31821865,51.172,3868000,0.0
ICVX,Icosavax,07/29/2021,28.12,1097855500.3600001,Healthcare,0,-3304.27,0,39041803,679.366,1616000,0.0
IFBD,Infobird,04/20/2021,1.78,44945000,Technology,8.476,27.512,9814848,25250000,3.093,14532941,0.0
IGAC,IG Acquisition,10/01/2020,9.88,370500000,Blank Check / SPAC,0,0.0,0,37500000,0.0,0,0.0
IGNY,Ignyte Acquisition,01/28/2021,9.79,71344625,Blank Check / SPAC,0,0.0,0,7287500,0.0,0,0.0
IH,iHuman,10/09/2020,4.89,260756800.10999998,Consumer Defensive,0,-4.835,85476923,53324499,2.134,122208615,154.301
IHS,IHS Holding,10/14/2021,15.61,5120923142.929999,Communication Services,0,-3.088,0,328054013,3.408,1502621000,0.0
IIAC,Investindustrial Acquisition,11/19/2020,10.02,504131260.02,Blank Check / SPAC,0,0.0,0,50312501,0.0,0,0.0
IIII,Insu Acquisition III,12/18/2020,9.84,335543990.15999997,Blank Check / SPAC,0,0.0,0,34099999,0.0,0,0.0
IINN,Inspira Technologies Oxy,07/14/2021,3.08,23754746.400000002,Healthcare,2.703,0.0,0,7712580,0.0,0,0.0
IKNA,Ikena Oncology,03/26/2021,16.1,678169030.0000001,Healthcare,0,-581.161,0,42122300,62.596,10834000,0.0
IKT,Inhibikase Therapeutics,12/23/2020,1.89,47501935.11,Healthcare,0,-335.031,3269077,25133299,14.531,3269077,325.479
IMAB,I-Mab,01/17/2020,68.55,5350169629.349999,Health Care,0,-1.456,240068153,78047697,22.286,240068153,5101.477
IMAQ,International Media Acquisition,07/29/2021,9.84,234161496,Blank Check / SPAC,0,0.0,0,23796900,0.0,0,0.0
IMCR,Immunocore Holdings,02/05/2021,38.41,1683967378.9999998,Healthcare,0,-405.946,36955405,43841900,61.578,27347000,-3.49
IMGO,Imago BioSciences,07/16/2021,21.86,732937403.86,Healthcare,0,0.0,0,33528701,0.0,0,0.0
IMNM,Immunome,10/02/2020,16.35,197725455.00000003,Health Care,0,0.0,0,12093300,0.0,0,0.0
IMPL,Impel NeuroPharma,04/23/2021,10.58,206411568,Healthcare,0,0.0,0,19509600,0.0,0,0.0
IMPX,AEA-Bridges Impact Corp,10/01/2020,9.83,491500000,Blank Check / SPAC,0,0.0,0,50000000,0.0,0,0.0
IMRA,IMARA Inc.,03/12/2020,3.35,88023591.65,Healthcare,0,0.0,0,26275699,0.0,0,0.0
IMRX,Immuneering,07/30/2021,26.1,677049660,Healthcare,0,-1118.681,0,25940600,264.943,2555450,0.0
INAB,IN8bio,07/30/2021,7.21,135220673.21,Healthcare,0,0.0,0,18754601,0.0,0,0.0
INAQ,Insight Acquisition,09/02/2021,9.79,235482130.07,Blank Check / SPAC,0,0.0,0,24053333,0.0,0,0.0
INBX,Inhibrx,08/19/2020,42.81,1624853635.6200001,Healthcare,0,-1093.945,7151000,37955002,227.22,7151000,-31.075
INFA,Informatica,10/27/2021,33.5,9168903334.5,Information Technology,0,-7.351,1062181000,273698607,6.647,1379306000,0.0
INKA,KludeIn I Acquisition,01/07/2021,9.863,212670947.36299998,Blank Check / SPAC,0,0.0,0,21562501,0.0,0,0.0
INKT,MiNK Therapeutics,10/15/2021,16,521396800,Healthcare,0,0.0,0,32587300,0.0,0,0.0
INNV,Innovage Holding,03/04/2021,8.5,1151894398,Healthcare,81.731,2.029,0,135516988,1.75,658304000,0.0
INST,Instructure,07/22/2021,25,3510599925,Technology,0,2.984,0,140423997,10.365,338710000,0.0
INTA,Intapp,06/30/2021,29.31,1787590521,Technology,0,-32.036,0,60989100,7.817,228680000,0.0
INTZ,Intrusion,10/09/2020,3.69,69346166.31,Information Technology,0,-261.808,4504000,18792999,9.617,7211000,-5.243
INVZ,Innoviz Technologies,05/01/2020,6.71,897086719.87,Consumer Cyclical,0,0.0,-16280000,133693997,0.0,-9232000,0.0
INZY,Inozyme Pharma,07/24/2020,9.2,217715230.79999998,Healthcare,0,0.0,0,23664699,0.0,0,0.0
IOBT,IO Biotech,11/05/2021,9.35,246627231.39999998,Healthcare,0,0.0,0,26377244,0.0,0,0.0
IPOD,Social Capital Hedosophia IV,10/09/2020,10.33,593974979.34,Blank Check / SPAC,0,0.0,0,57499998,0.0,0,0.0
IPOF,Social Capital Hedosophia VI,10/09/2020,10.29,1479187458.84,Blank Check / SPAC,0,0.0,0,143749996,0.0,0,0.0
IPSC,Century Therapeutics,06/18/2021,20.95,1144737413.8,Health Care,0,0.0,0,54641404,0.0,0,0.0
IPVA,InterPrivate II Acquisition,03/05/2021,9.77,317952926,Blank Check / SPAC,0,0.0,0,32543800,0.0,0,0.0
IPVF,InterPrivate III Financial Partners,03/05/2021,9.93,330035485.86,Blank Check / SPAC,0,0.0,0,33236202,0.0,0,0.0
IPVI,InterPrivate IV InfraTech Partners,03/05/2021,9.76,350750019.52,Blank Check / SPAC,0,0.0,0,35937502,0.0,0,0.0
IPW,iPower,05/12/2021,3.48,92041479.48,Consumer Cyclical,0,-1.151,0,26448701,1.63,56482752,0.0
IREN,Iris Energy,11/17/2021,23.4,1297643302.8,Information Technology,0,-3179.375,13671123,55454842,75.231,17248899,0.0
ISAA,Iron Spark I,06/09/2021,10.08,223607664,Blank Check / SPAC,0,0.0,0,22183300,0.0,0,0.0
ISLE,Isleworth Healthcare Acquisition,02/25/2021,9.84,257721408,Blank Check / SPAC,0,0.0,0,26191200,0.0,0,0.0
ISO,IsoPlexis,10/08/2021,15.2,590433344.8,Healthcare,0,-274.581,0,38844299,49.174,12007000,0.0
ISOS,Isos Acquisition,03/03/2021,10.09,321412924.09,Blank Check / SPAC,0,0.0,0,31854601,0.0,0,0.0
ISPC,iSpecimen,06/17/2021,4.82,33574963.2,Healthcare,0,-75.239,0,6965760,2.97,11303947,0.0
ITHX,ITHAX Acquisition,01/28/2021,9.78,301835230.44,Blank Check / SPAC,0,0.0,0,30862498,0.0,0,0.0
ITOS,iTeos Therapeutics,07/24/2020,36.81,1298432259,Healthcare,92.256,14.141,104271000,35273900,12.452,104271000,0.0
ITQ,Itiquira Acquisition,02/04/2021,9.74,280024990.26,Blank Check / SPAC,126.494,0.0,0,28749999,0.0,0,0.0
IVA,Inventiva,07/10/2020,13.23,543206614.23,Healthcare,0,-784.125,5241000,41058701,103.646,5241000,0.0
IVAN,Ivanhoe Capital Acquisition,01/07/2021,10.53,363284989.46999997,Blank Check / SPAC,0,0.0,0,34499999,0.0,0,0.0
JAMF,Jamf Holding,07/22/2020,30.34,3599932171.7,Information Technology,0,-17.347,259494000,118653005,10.605,339453000,35.66
JANX,Janux Therapeutics,06/11/2021,19.01,791034615.0000001,Healthcare,0,0.0,0,41611500,0.0,0,0.0
JAQC,Jupiter Acquisition,08/13/2021,9.7,196885740.29999998,Blank Check / SPAC,0,0.0,0,20297499,0.0,0,0.0
JATT,JATT Acquisition,07/14/2021,9.9,148500000,Blank Check / SPAC,0,0.0,0,15000000,0.0,0,0.0
JCIC,Jack Creek Investment,01/22/2021,9.78,421762500,Blank Check / SPAC,0,0.0,0,43125000,0.0,0,0.0
JOAN,JOANN,03/12/2021,10.41,438884548.59000003,Consumer Cyclical,3.808,7.686,0,42159899,0.159,2762300000,0.0
JOFF,JOFF Fintech Acquisition,02/05/2021,9.75,504562500,Blank Check / SPAC,0,0.0,0,51750000,0.0,0,0.0
JUGG,JAWS Juggernaut Acquisition,06/18/2021,9.85,339825019.7,Blank Check / SPAC,0,0.0,0,34500002,0.0,0,0.0
JUPW,Jupiter Wellness,10/30/2020,1.47,34649371.47,Healthcare,0,-968.611,329399,23571001,21.079,1643798,118.073
JWEL,Jowell Global,03/17/2021,14.75,375695775,Consumer Cyclical,167.614,3.575,12562311,25470900,3.878,96879173,470.557
JWSM,Jaws Mustang Acquisition,02/02/2021,9.83,1271756289.32,Blank Check / SPAC,0,0.0,0,129375004,0.0,0,0.0
JYAC,Jiya Acquisition,11/19/2020,9.78,136402638,Blank Check / SPAC,0,0.0,0,13947100,0.0,0,0.0
JZXN,Jiuzi Holdings,05/18/2021,2.25,48210300,Consumer Cyclical,7.053,42.03,6019827,21426800,5.872,8210595,0.0
KAHC,KKR Acquisition Holdings I,03/17/2021,9.84,1697400068.8799999,Blank Check / SPAC,0,0.0,0,172500007,0.0,0,0.0
KAII,Kismet Acquisition Two,02/18/2021,9.73,284602509.73,Blank Check / SPAC,0,0.0,0,29250001,0.0,0,0.0
KAIR,Kairos Acquisition,01/06/2021,9.75,336375019.5,Blank Check / SPAC,0,0.0,0,34500002,0.0,0,0.0
KARO,Karooooo,04/01/2021,34.2,1058527654.2,Technology,35.662,14.226,0,30951101,0.425,2489369000,0.0
KBNT,Kubient,08/12/2020,2.78,39623059.22,Technology,0,-263.101,3028489,14252899,13.083,3028489,71.134
KC,Kingsoft Cloud Holdings,05/08/2020,21.55,5207966712.95,Information Technology,0,-14.931,356983000,241668989,0.792,6577307000,432.159
KCGI,Kensington Capital Acquisition V,08/13/2021,9.88,302575000,Blank Check / SPAC,0,0.0,0,30625000,0.0,0,0.0
KD,Kyndryl Holdings,11/04/2021,17.76,3976819200.0000005,Technology,0,-10.487,0,223920000,0.205,19366000000,0.0
KIII,Kismet Acquisition Three,02/18/2021,9.73,354536884.73,Blank Check / SPAC,0,0.0,0,36437501,0.0,0,0.0
KINZ,Kins Technology Group,12/15/2020,9.96,343620000,Blank Check / SPAC,0,0.0,0,34500000,0.0,0,0.0
KLAQ,KL Acquisition,01/08/2021,9.77,351109375,Blank Check / SPAC,0,0.0,0,35937500,0.0,0,0.0
KLTR,Kaltura,07/21/2021,5.71,724450562.84,Technology,0,-49.675,0,126874004,4.6,157477000,0.0
KNBE,KnowBe4,04/22/2021,24,4113935880,Technology,0,-7.088,0,171413995,18.181,226278000,0.0
KNTE,Kinnate Biopharma,12/03/2020,21.54,941214015.54,Healthcare,0,0.0,0,43696101,0.0,0,0.0
KRBP,Kiromic BioPharma,10/16/2020,2.61,40292397,Healthcare,0,0.0,0,15437700,0.0,0,0.0
KRNL,Kernel Group Holdings,02/03/2021,9.73,370651710.73,Blank Check / SPAC,0,0.0,0,38093701,0.0,0,0.0
KRON,Kronos Bio,10/09/2020,15.7,884652610,Health Care,0,0.0,0,56347300,0.0,0,0.0
KROS,Keros Therapeutics,04/08/2020,61.62,1441827832.3799999,Healthcare,0,-61468,100000,23398699,14418.278,100000,-96
KRT,Karat Packaging,04/15/2021,20.98,413610210,Consumer Cyclical,22.681,4.681,0,19714500,1.205,343291000,0.0
KSI,Kadem Sustainable Impact,03/17/2021,9.73,212843740.27,Blank Check / SPAC,0,0.0,0,21874999,0.0,0,0.0
KTTA,Pasithea Therapeutics,09/15/2021,2.4,31340162.4,Healthcare,0,0.0,0,13058401,0.0,0,0.0
KUKE,Kuke Music,01/12/2021,4.33,128023806.67,Communication Services,0,-7.294,0,29566699,0.529,242068000,0.0
KVSA,Khosla Ventures Acquisition,03/04/2021,9.87,399636290.13,Blank Check / SPAC,0,0.0,0,40489999,0.0,0,0.0
KVSC,Khosla Ventures Acquisition III,03/24/2021,9.91,671469888,Blank Check / SPAC,0,0.0,0,67756800,0.0,0,0.0
KWAC,Kingswood Acquisition,11/20/2020,10.1,146237900,Blank Check / SPAC,0,0.0,0,14479000,0.0,0,0.0
KYMR,Kymera Therapeutics,08/21/2020,62.03,3187541750.9700003,Healthcare,0,-232.127,34034000,51387099,93.658,34034000,1059.986
LAAA,Lakeshore Acquisition I,06/11/2021,9.83,69747978.6,Blank Check / SPAC,0,0.0,0,7095420,0.0,0,0.0
LABP,Landos Biopharma,02/04/2021,9.88,395725635.76000005,Healthcare,0,0.0,0,40053202,0.0,0,0.0
LAW,CS Disco,07/21/2021,47.37,2729686776,Technology,0,-18.36,0,57624800,27.374,99718000,0.0
LBPH,Longboard Pharmaceuticals,03/12/2021,6.06,104325317.94,Healthcare,0,0.0,0,17215399,0.0,0,0.0
LCA,Landcadia Holdings IV,03/25/2021,9.81,613125029.4300001,Blank Check / SPAC,0,0.0,0,62500003,0.0,0,0.0
LCAA,L Catterton Asia Acquisition,03/11/2021,9.735,348645376.53,Blank Check / SPAC,0,0.0,0,35813598,0.0,0,0.0
LCAP,Lionheart Acquisition II,08/14/2020,9.97,293118000,Blank Check / SPAC,0,0.0,0,29400000,0.0,0,0.0
LDHA,LDH Growth I,03/19/2021,9.85,283187509.84999996,Blank Check / SPAC,0,0.0,0,28750001,0.0,0,0.0
LDI,loanDepot,02/11/2021,6.55,2024552704.8,Financial Services,0.411,0.0,2103744000,309092016,0.469,4318071000,25.925
LEAP,Ribbit LEAP,09/11/2020,10.41,476020162.41,Financial Services,0,0.0,0,45727201,0.0,0,0.0
LEGA,Lead Edge Growth Opportunities,03/23/2021,9.77,421331250,Blank Check / SPAC,0,0.0,0,43125000,0.0,0,0.0
LEGN,Legend Biotech,06/05/2020,54.86,7426123790.28,Healthcare,0,-401.021,75676000,135364998,98.131,75676000,0.0
LESL,Leslie's,10/29/2020,21.49,4078329091.0599995,Consumer Cyclical,31.327,9.439,573730000,189777994,3.101,1315303000,28.01
LFST,Lifestance Health Group,06/10/2021,8.77,3281286914.17,Healthcare,0,-61.913,0,374149021,11.539,284371000,0.0
LFTR,Lefteris Acquisition,10/21/2020,9.92,256803008,Blank Check / SPAC,0,0.0,0,25887400,0.0,0,0.0
LGAC,Lazard Growth Acquisition I,02/10/2021,9.76,701500029.28,Blank Check / SPAC,0,0.0,0,71875003,0.0,0,0.0
LGV,Longview Acquisition II,03/19/2021,9.95,858187460.1999999,Blank Check / SPAC,0,0.0,0,86249996,0.0,0,0.0
LGVN,Longeveron,02/12/2021,6.87,131317295.13,Healthcare,0,-629.182,1050032,19114599,57.658,2277531,-63.815
LHAA,Lerer Hippeau Acquisition,03/05/2021,9.8,286193320,Blank Check / SPAC,0,0.0,0,29203400,0.0,0,0.0
LHC,Leo Holdings II,01/08/2021,9.77,457968769.53999996,Blank Check / SPAC,0,0.0,0,46875002,0.0,0,0.0
LHDX,Lucira Health,02/05/2021,6.9,269124156.90000004,Healthcare,0,-21752.045,-4073000,39003501,1000.462,269000,0.0
LI,Li Auto,07/30/2020,30.98,32890226676.08,Consumer Discretionary,0,-5.294,2790861000,1061659996,2.154,15271849000,0.0
LIAN,LianBio,11/01/2021,15.63,1645167128.8200002,Healthcare,0,0.0,0,105257014,0.0,0,0.0
LIII,Leo Holdings III,02/26/2021,9.27,318656259.27,Blank Check / SPAC,0,0.0,0,34375001,0.0,0,0.0
LITT,Logistics Innovation Technologies,06/11/2021,9.73,414614750.27000004,Financial Services,0,0.0,0,42611999,0.0,0,0.0
LIZI,Lizhi Inc.,01/17/2020,2.58,129719304,Communication Services,0,-6.045,75911384,50278800,0.459,282469384,29.739
LJAQ,LightJump Acquisition,01/11/2021,9.88,171615600,Blank Check / SPAC,0,0.0,0,17370000,0.0,0,0.0
LMACA,Liberty Media Acquisition,01/22/2021,10.565,759359364.435,Blank Check / SPAC,0,0.0,0,71874999,0.0,0,0.0
LMAO,LMF Acquisition Opportunities,01/26/2021,10,130410000,Blank Check / SPAC,0,0.0,0,13041000,0.0,0,0.0
LMDX,LumiraDx,01/26/2021,10.36,,Healthcare,0,0.0,0,0,0.0,0,0.0
LMND,Lemonade,07/02/2020,54.07,3332198925,Financials,0,-189.898,31700000,61627500,30.882,107900000,10.78
LNFA,L&F Acquisition,11/19/2020,10.03,216271875,Blank Check / SPAC,0,0.0,0,21562500,0.0,0,0.0
LOKM,Live Oak Mobility Acquisition,03/02/2021,9.81,310241250,Blank Check / SPAC,0,0.0,0,31625000,0.0,0,0.0
LSF,Laird Superfood,09/23/2020,15.03,136084325.4,Consumer Defensive,0,-61.738,8744193,9054180,3.912,34789224,52.894
LSPD,Lightspeed Commerce,09/11/2020,63,8270514189,Information Technology,0,-49.627,199753000,131278003,21.253,389144000,158.967
LTH,Life Time Group,10/07/2021,19.46,3726181378.92,Consumer Cyclical,0,-39.409,0,191479002,3.611,1031984000,0.0
LTRN,Lantern Pharma,06/11/2020,8.56,95767576.56,Health Care,0,0.0,0,11187801,0.0,0,0.0
LU,Lufax Holding,10/30/2020,6.86,16891377663.86,Financials,6.558,28.231,9192160620,2462299951,1.838,9192160620,15.554
LUCD,Lucid Diagnostics,10/14/2021,10.06,372140546.12,Healthcare,0,0.0,0,36992102,0.0,0,0.0
LUNG,Pulmonx,10/01/2020,34.99,1288986113,Health Care,0,-98.568,32457000,36838700,28.941,44538000,33.949
LUXA,Lux Health Tech Acquisition,10/27/2020,9.855,424996865.14500004,Blank Check / SPAC,0,0.0,0,43124999,0.0,0,0.0
LVLU,Lulu's Fashion Lounge,11/11/2021,14.75,548555258.25,Consumer Cyclical,171.746,1.134,0,37190187,1.948,281601000,0.0
LVRA,Levere Holdings,03/19/2021,9.74,329055166.52,Blank Check / SPAC,0,0.0,0,33783898,0.0,0,0.0
