ticker,name,ipo_date,current_stock_price,market_cap,sector,pe_ratio,gross_profit_margin,gross_profit,total_shares_outstanding,ps_ratio,total_revenue,revenue_growth_rate_last_year
SDH,Global Internet of People,02/09/2021,2.18,53471040.00000001,Industrials,3.032,52.144,20200868,24528000,2.307,23181084,0.0
SDIG,Stronghold Digital Mining,10/20/2021,23.11,1108452130.47,Information Technology,0,-14.087,0,47964177,157.448,7040116,0.0
SEAH,Sports Entertainment Acquisition,10/02/2020,11.34,637875011.34,Blank Check / SPAC,0,0.0,0,56250001,0.0,0,0.0
SEER,"Seer, Inc",12/04/2020,25.46,1571098359.0800002,Health Care,0,-1655.93,2315000,61708498,404.193,3887000,928.307
SEMR,SEMrush Holdings,03/25/2021,21.26,2902840314.96,Information Technology,0,-0.797,0,136539996,17.006,170695000,0.0
SERA,Sera Prognostics,07/15/2021,10.54,323568514,Healthcare,0,-45000,0,30699100,5218.847,62000,0.0
SEV,Sono Group,11/17/2021,29.29,2111278938.87,Information Technology,0,0.0,0,72081903,0.0,0,0.0
SG,Sweetgreen,11/18/2021,49.5,5287170685.5,Financials,0,-42.317,25702000,106811529,17.471,302628000,0.0
SGFY,Signify Health,02/11/2021,13.96,2498365443.76,Healthcare,0,-1.846,379200000,178966006,3.181,785500000,42.714
SGHT,Sight Sciences,07/15/2021,21.15,1000553603.8499999,Healthcare,0,-129.742,0,47307499,23.128,43262000,0.0
SGML,Sigma Lithium,09/13/2021,9.49,829124331.88,Basic Materials,0,0.0,0,87368212,0.0,0,0.0
SGTX,Sigilon Therapeutics,12/04/2020,4.91,158638658.09,Healthcare,0,-657.765,11365000,32309299,13.959,11365000,-10.624
SHAC,SCP & CO Healthcare Acquisition,01/22/2021,9.75,280887740.25,Blank Check / SPAC,0,0.0,0,28808999,0.0,0,0.0
SHC,Sotera Health,11/20/2020,22.58,6388265476.139999,Healthcare,166.029,4.102,505296000,282916983,7.043,907074000,14.126
SHLS,Shoals Technologies Group,01/27/2021,32.11,3345219832.11,Technology,396.42,4.135,180008000,104180001,16.405,203919000,16.76
SHQA,Shelter Acquisition I,06/30/2021,9.75,243750000,Blank Check / SPAC,0,0.0,0,25000000,0.0,0,0.0
SKYA,Skydeck Acquisition,05/19/2021,9.74,269871040.26,Blank Check / SPAC,0,0.0,0,27707499,0.0,0,0.0
SKYT,SkyWater Technology,04/21/2021,20.19,788615363.19,Technology,0,-14.68,0,39059701,5.615,140438000,0.0
SLAC,Social Leverage Acquisition I,02/12/2021,9.77,421331259.77,Blank Check / SPAC,0,0.0,0,43125001,0.0,0,0.0
SLAM,Slam Corp.,02/23/2021,9.75,700781250,Blank Check / SPAC,0,0.0,0,71875000,0.0,0,0.0
SLCR,Silver Crest Acquisition,01/14/2021,9.9,426937519.8,Blank Check / SPAC,0,0.0,0,43125002,0.0,0,0.0
SLQT,SelectQuote,05/21/2020,9.81,1608428029.0500002,Financial Services,19.464,8.715,661734000,163958005,1.652,973569000,64.867
SLVM,Sylvamo,10/01/2021,31.84,1404303231.84,Basic Materials,4.204,6.637,0,44105001,0.442,3179000000,0.0
SLVR,SilverSPAC,09/10/2021,9.69,302812500,Blank Check / SPAC,0,0.0,0,31250000,0.0,0,0.0
SMIH,Summit Healthcare Acquisition,06/09/2021,9.72,250290000.00000003,Blank Check / SPAC,0,0.0,0,25750000,0.0,0,0.0
SMWB,Similarweb,05/12/2021,19.4,1445947901.8,Communication Services,0,-42.147,0,74533397,11.646,124154000,0.0
SNCY,Sun Country Airlines Holdings,03/17/2021,29.75,1712163075,Industrials,23.26,12.544,0,57551700,3.067,558270000,0.0
SNII,Supernova Partners Acquisition II,03/02/2021,12.05,519656250.00000006,Blank Check / SPAC,0,0.0,0,43125000,0.0,0,0.0
SNOW,Snowflake,09/16/2020,397.43,119586685012.85,Information Technology,0,-89.375,498149000,300899995,140.492,851201000,111.392
SNPO,Snap One Holdings,07/28/2021,22.63,1717374723.22,Technology,0,-3.057,0,75889294,2.11,814113000,0.0
SNRH,Senior Connect Acquisition I,12/11/2020,9.79,506632509.78999996,Blank Check / SPAC,0,0.0,0,51750001,0.0,0,0.0
SNSE,Sensei Biotherapeutics,02/04/2021,8.97,274453313.94,Healthcare,0,0.0,0,30596802,0.0,0,0.0
SNTG,Sentage Holdings,07/09/2021,2,28000000,Financial Services,18.025,43.719,3595409,14000000,7.881,3553049,0.0
SONX,Sonendo,10/29/2021,10.9,286961727.6,Healthcare,0,-149.477,0,26326764,9.495,30222000,0.0
SOPA,Society Pass,11/09/2021,40.6,769226194.8000001,Technology,0,-12130.227,0,18946458,17191.333,44745,0.0
SOPH,SOPHiA GENETICS,07/23/2021,15.57,994262785.29,Healthcare,0,-168.1,0,63857597,26.622,37348000,0.0
SOVO,Sovos Brands,09/23/2021,15.58,1571912955.58,Consumer Defensive,219.437,1.933,0,100893001,2.807,560067000,0.0
SPAQ,Spartan Acquisition III,02/09/2021,9.98,688274692,Blank Check / SPAC,77.969,0.0,0,68965400,0.0,0,0.0
SPGS,Simon Property Group Acquisition,02/19/2021,9.815,423271875,Blank Check / SPAC,0,0.0,0,43125000,0.0,0,0.0
SPK,SPK Acquisition,06/08/2021,9.9,77903793,Blank Check / SPAC,0,0.0,0,7869070,0.0,0,0.0
SPKB,Silver Spike Acquisition II,03/11/2021,9.78,351468769.56,Blank Check / SPAC,0,0.0,0,35937502,0.0,0,0.0
SPRB,Spruce Biosciences,10/09/2020,2.94,68729847.06,Healthcare,0,0.0,0,23377499,0.0,0,0.0
SPTK,SportsTek Acquisition,02/17/2021,9.76,210450000,Blank Check / SPAC,0,0.0,0,21562500,0.0,0,0.0
SQFT,Presidio Property Trust,10/07/2020,3.67,42743756,Real Estate,0,-30.32,13361193,11646800,2.092,20429185,-21.889
SQL,SeqLL,08/27/2021,3.07,35911014.93,Healthcare,0,-840.991,0,11697399,122.733,292595,0.0
SQSP,Squarespace,05/19/2021,41.24,5725514242.4800005,Technology,0,-64.255,0,138834002,7.645,748918000,0.0
SQZ,SQZ Biotechnologies,10/30/2020,13.73,385357150.27000004,Healthcare,0,-432.376,17235000,28066799,22.359,17235000,-30.375
SRAD,Sportradar,09/14/2021,21.16,6259593731.6,Technology,0.901,5.713,0,295822010,12.575,497797000,0.0
SRSA,Sarissa Capital Acquisition,10/21/2020,9.84,246000000,Blank Check / SPAC,0,0.0,0,25000000,0.0,0,0.0
SSAA,Science Strategic Acquisition Alpha,01/26/2021,9.78,379586240.21999997,Blank Check / SPAC,0,0.0,0,38812499,0.0,0,0.0
SSBK,Southern States Bancshares,08/12/2021,19.98,180076942.8,Financial Services,8.9,30.787,0,9012860,3.111,57892000,0.0
STEP,StepStone Group,09/16/2020,47.01,2724897042,Financial Services,7.861,13.969,576279000,57964200,2.277,1196586000,201.665
STER,Sterling Check,09/23/2021,26.85,2572466441.1,Technology,0,-13.273,0,95808806,5.084,506008000,0.0
STRE,Supernova Partners Acquisition III,03/23/2021,9.79,343915837.21,Blank Check / SPAC,0,0.0,0,35129299,0.0,0,0.0
STRN,Stran & Company,11/09/2021,4.36,62510841.64000001,Information Technology,0,-3.576,0,14337349,1.85,33780909,0.0
STTK,Shattuck Labs,10/09/2020,9.96,420775140.00000006,Health Care,0,-5061.124,1281000,42246500,328.474,1281000,-88.776
STVN,Stevanato Group,07/16/2021,22.56,12405111801.119999,Healthcare,40.142,15.09,0,549871977,15.164,818087000,0.0
SUMO,Sumo Logic,09/17/2020,15.26,1684230909.48,Information Technology,0,-47.233,155954000,110368998,7.688,219080000,20.744
SV,Spring Valley Acquisition,11/24/2020,9.94,285774980.12,Blank Check / SPAC,0,0.0,0,28749998,0.0,0,0.0
SVFA,SVF Investment,01/08/2021,10.39,784120832,Blank Check / SPAC,0,0.0,0,75468800,0.0,0,0.0
SVFB,SVF Investment 2,03/09/2021,10.04,296280379.91999996,Blank Check / SPAC,0,0.0,0,29509998,0.0,0,0.0
SVFC,SVF Investment 3,03/09/2021,10.01,410810400,Blank Check / SPAC,0,0.0,0,41040000,0.0,0,0.0
SVOK,Seven Oaks Acquisition,12/18/2020,9.99,323114562,Blank Check / SPAC,0,0.0,0,32343800,0.0,0,0.0
SWAG,Software Acquisition Group III,07/29/2021,9.9,247500000,Blank Check / SPAC,0,0.0,0,25000000,0.0,0,0.0
SWET,Athlon Acquisition,01/12/2021,9.8,338100009.8,Blank Check / SPAC,0,0.0,0,34500001,0.0,0,0.0
SWIM,Latham Group,04/23/2021,21.93,2628310521.93,Industrials,0,3.962,0,119850001,6.516,403389000,0.0
SWSS,Springwater Special Situations,08/26/2021,9.81,193943700,Blank Check / SPAC,0,0.0,0,19770000,0.0,0,0.0
SYTA,Siyata Mobile,09/25/2020,4.07,19622243.3,Information Technology,0,-226.905,1580117,4821190,3.276,5989772,0.0
TACA,Trepont Acquisition I,12/02/2020,9.98,286924990.02000004,Blank Check / SPAC,0,0.0,0,28749999,0.0,0,0.0
TALS,Talaris Therapeutics,05/07/2021,14.3,630768710,Healthcare,0,0.0,0,44109700,0.0,0,0.0
TARS,Tarsus Pharmaceuticals,10/16/2020,25.15,520026524.84999996,Healthcare,0,-18.422,54590000,20676999,9.173,56689000,0.0
TASK,TaskUs,06/11/2021,54.41,5293559782,Technology,0,-9.55,0,97290200,7.869,672738000,0.0
TBCP,Thunder Bridge Capital Partners III,02/05/2021,9.81,517506900.57000005,Blank Check / SPAC,0,0.0,0,52752997,0.0,0,0.0
TBLD,Thornburg Income Builder Opportunities Trust,07/28/2021,19.76,,,0,0.0,0,0,0.0,0,0.0
TBSA,TB SA Acquisition,03/23/2021,9.74,243500000,Blank Check / SPAC,0,0.0,0,25000000,0.0,0,0.0
TCAC,Tuatara Capital Acquisition,02/12/2021,9.89,247250009.89000002,Blank Check / SPAC,19.056,0.0,0,25000001,0.0,0,0.0
TCBC,TC Bancshares,07/21/2021,13.32,65246022,Financial Services,55.041,9.83,0,4898350,4.43,14726988,0.0
TCBS,Texas Community Bancshares,07/15/2021,15.375,50088060,Financial Services,82.661,2.078,0,3257760,5.199,9633353,0.0
TCBX,Third Coast Bancshares,11/09/2021,27.86,356995254,Financial Services,23.252,19.105,0,12813900,4.442,80363654,0.0
TCN,Tricon Residential,10/07/2021,13.62,,Real Estate,0,51.663,366493000,0,0.0,503731000,0.0
TCRX,TScan Therapeutics,07/16/2021,8.75,207970000,Healthcare,0,-1316.869,0,23768000,64.849,3207000,0.0
TCVA,TCV Acquisition,04/14/2021,9.95,508444990.04999995,Blank Check / SPAC,0,0.0,0,51099999,0.0,0,0.0
TDCX,TDCX,10/01/2021,23.01,3287185912.1400003,Industrials,47.863,19.354,0,142859014,9.263,354864620,0.0
TDUP,ThredUp,03/26/2021,19.45,1896221306.1,Consumer Cyclical,0,-28.004,0,97492098,8.528,222346000,0.0
TEKK,Tekkorp Digital Acquisition,10/22/2020,9.82,306565670,Blank Check / SPAC,0,0.0,0,31218500,0.0,0,0.0
TERN,Terns Pharmaceuticals,02/05/2021,8.39,210845742.39000002,Healthcare,0,0.0,0,25130601,0.0,0,0.0
TETC,Tech & Energy Transition,03/17/2021,9.72,470178736.56,Blank Check / SPAC,167.586,0.0,0,48372298,0.0,0,0.0
THCP,Thunder Bridge Capital Partners IV,06/30/2021,9.7,278875000,Blank Check / SPAC,0,0.0,0,28750000,0.0,0,0.0
THMA,Thimble Point Acquisition,02/02/2021,9.98,344310019.96000004,Blank Check / SPAC,0,0.0,0,34500002,0.0,0,0.0
THRN,Thorne HealthTech,09/23/2021,9.57,502858492.29,Consumer Defensive,0,-2.274,0,52545297,3.405,147690260,0.0
THRX,Theseus Pharmaceuticals,10/07/2021,19.04,736897542.0799999,Healthcare,0,0.0,0,38702602,0.0,0,0.0
THRY,Thryv Holdings,10/01/2020,37.98,1290047632.02,Communication Services,6.512,18.487,713182000,33966499,1.156,1115871000,-7.599
TIG,Trean Insurance Group,07/16/2020,9.18,469785600.36,Health Care,16.57,12.078,98086000,51174902,2.41,194914000,3.454
TIL,Instil Bio,03/19/2021,22.31,2876361213.83,Healthcare,0,-85963.043,0,128926993,20843.197,138000,0.0
TINV,Tiga Acquisition,11/24/2020,10.14,349830020.28000003,Blank Check / SPAC,0,0.0,0,34500002,0.0,0,0.0
TIOA,Tio Tech A,04/08/2021,9.78,421762500,Blank Check / SPAC,0,0.0,0,43125000,0.0,0,0.0
TIRX,Tian Ruixiang Holdings,01/27/2021,2.56,32960000,Financial Services,31.605,19.515,4178385,12875000,10.144,3249344,35.323
TIVC,Tivic Health Systems,11/11/2021,4.56,41741825.04,Healthcare,0,-387.769,0,9153909,35.953,1161000,0.0
TIXT,TELUS International,02/03/2021,34.89,9265946640,Technology,141.255,3.09,1649700000,265576000,4.552,2035600000,44.163
TKNO,Alpha Teknova,06/25/2021,24.72,692454143.28,Healthcare,0,-16.4,0,28011899,18.745,36940000,0.0
TLGA,TLG Acquisition One,01/28/2021,9.76,487500288,Blank Check / SPAC,0,0.0,0,49948800,0.0,0,0.0
TLIS,Talis Biomedical,02/12/2021,4.55,118131654.55,Healthcare,0,-2742.838,7568000,25963001,15.609,7568000,-38.028
TLS,Telos,11/19/2020,18.82,1256332807.54,Information Technology,0,-15.689,77025000,66755197,5.627,223269000,23.012
TMAC,Music Acquisition,02/03/2021,9.76,280600000,Blank Check / SPAC,0,0.0,0,28750000,0.0,0,0.0
TMCI,Treace Medical Concepts,04/23/2021,19.2,1020913977.5999999,Healthcare,0,-13.78,0,53172603,11.999,85084000,0.0
TMKR,Tastemaker Acquisition,01/08/2021,9.84,339825374.15999997,Blank Check / SPAC,0,0.0,0,34535099,0.0,0,0.0
TMPM,Turmeric Acquisition,10/16/2020,9.8,123815160.00000001,Blank Check / SPAC,0,0.0,0,12634200,0.0,0,0.0
TNYA,Tenaya Therapeutics,07/30/2021,21.27,879701697.27,Healthcare,0,0.0,0,41358801,0.0,0,0.0
TOST,Toast,09/22/2021,43.1,23723059201.7,Technology,0,-40.914,0,550419007,22.114,1072756000,0.0
TPBA,TPB Acquisition I,08/11/2021,9.74,219150000,Blank Check / SPAC,0,0.0,0,22500000,0.0,0,0.0
TPGS,TPG Pace Solutions,04/09/2021,10.14,393127810.14000005,Blank Check / SPAC,0,0.0,0,38770001,0.0,0,0.0
TPGY,TPG Pace Beneficial Finance,10/07/2020,10.57,462437468.29,Financial Services,0,0.0,0,43749997,0.0,0,0.0
TRCA,Twin Ridge Capital Acquisition,03/04/2021,9.805,261165980,Blank Check / SPAC,0,0.0,0,26636000,0.0,0,0.0
TRDA,Entrada Therapeutics,10/29/2021,33.83,1011090369.87,Healthcare,0,0.0,0,29887389,0.0,0,0.0
TREB,Trebia Acquisition,06/17/2020,9.95,643640644.9,Blank Check / SPAC,0,0.0,0,64687502,0.0,0,0.0
TRIN,Trinity Capital,01/29/2021,17.14,466243959.72,Financial Services,5.016,117.59,73929000,27202098,6.307,73929000,86.59
TRKA,Troika Media Group,04/20/2021,1.71,74509831.71,Communication Services,0,-69.651,10348000,43573001,3.651,20409000,-4.165
TRMR,Tremor International,06/18/2021,16.11,1235322887.22,Communication Services,17.175,14.859,0,76680502,4.281,288539000,0.0
TRON,Corner Growth Acquisition 2,06/17/2021,9.87,228243749.99999997,Blank Check / SPAC,0,0.0,0,23125000,0.0,0,0.0
TRTL,TortoiseEcofin Acquisition III,07/20/2021,9.7,363750000,Blank Check / SPAC,0,0.0,0,37500000,0.0,0,0.0
TSHA,Taysha Gene Therapies,09/24/2020,13.8,530939833.8,Healthcare,0,0.0,0,38473901,0.0,0,0.0
TSIB,Tishman Speyer Innovation II,02/12/2021,9.79,367124990.21,Blank Check / SPAC,0,0.0,0,37499999,0.0,0,0.0
TSP,TuSimple Holdings,04/15/2021,38.17,8099368449.150001,Industrials,0,-13437.813,0,212191995,1636.897,4948000,0.0
TSPQ,TCW Special Purpose Acquisition,03/02/2021,9.74,564838145.04,Blank Check / SPAC,0,0.0,0,57991596,0.0,0,0.0
TSVT,2seventy Bio,11/05/2021,34.76,809473465.24,Healthcare,0,-48.409,0,23287499,3.262,248122000,0.0
TUGC,TradeUP Global,04/29/2021,9.86,57543058.599999994,Blank Check / SPAC,0,0.0,0,5836010,0.0,0,0.0
TUYA,Tuya,03/18/2021,5.22,2921947137.3599997,Technology,0,-41.799,0,559759988,11.084,263626000,0.0
TVAC,Thayer Ventures Acquisition,12/11/2020,10.14,218440960.14000002,Blank Check / SPAC,0,0.0,0,21542501,0.0,0,0.0
TWCB,Bilander Acquisition,07/16/2021,9.78,195600000,Blank Check / SPAC,0,0.0,0,20000000,0.0,0,0.0
TWKS,Thoughtworks Holding,09/15/2021,33,10068860934,Technology,0,3.119,0,305116998,10.416,966681000,0.0
TWLV,Twelve Seas Investment II,02/26/2021,9.73,430941661.08000004,Blank Check / SPAC,0,0.0,0,44289996,0.0,0,0.0
TWND,Tailwind Acquisition,09/04/2020,9.86,411503136.28,Blank Check / SPAC,0,0.0,0,41734598,0.0,0,0.0
TWNI,Tailwind International Acquisition,02/19/2021,9.76,420900000,Blank Check / SPAC,0,0.0,0,43125000,0.0,0,0.0
TWNT,Tailwind Two Acquisition,03/05/2021,9.94,428662500,Blank Check / SPAC,0,0.0,0,43125000,0.0,0,0.0
TWOA,two,03/30/2021,9.78,268497186,Blank Check / SPAC,0,0.0,0,27453700,0.0,0,0.0
TYRA,Tyra Biosciences,09/15/2021,23.83,983364037.8299999,Healthcare,0,0.0,0,41265801,0.0,0,0.0
TZPS,TZP Strategies Acquisition,01/20/2021,9.78,351468740.21999997,Blank Check / SPAC,0,0.0,0,35937499,0.0,0,0.0
U,Unity Software,09/18/2020,201.12,57522532320,Information Technology,0,-44.774,782515000,286011000,56.673,1014998000,42.921
UCL,uCloudlink Group,06/10/2020,2.53,80115233,Communication Services,0,-149.032,78291000,31666100,1.845,43419000,0.0
UDMY,Udemy,10/29/2021,31.1,4273994192.6000004,Consumer Defensive,0,-11.384,260675000,137427466,8.92,479174000,0.0
ULCC,Frontier Group Holdings,04/01/2021,15.99,3454047742.08,Industrials,0,-10.244,0,216012992,2.011,1718000000,0.0
UNCY,Unicycive Therapeutics,07/13/2021,2.55,38180127.449999996,Healthcare,0,0.0,0,14972599,0.0,0,0.0
UPC,Universe Pharmaceuticals,03/23/2021,2.32,50460000,Healthcare,3.873,24.616,0,21750000,1.643,30703960,0.0
UPST,Upstart Holdings,12/16/2020,226.37,18552696864.37,Financials,228.888,12.297,630451000,81957401,29.428,630451000,201.25
UPTD,TradeUP Acquisition,07/15/2021,9.92,52526400,Blank Check / SPAC,0,0.0,0,5295000,0.0,0,0.0
USCB,U.S. Century Bank,07/23/2021,14.98,281137135.02,Financial Services,0,0.0,0,18767499,0.0,0,0.0
USER,UserTesting,11/17/2021,13.99,1970521368.65,Technology,0,-33.616,88637000,140852135,16.154,121982000,0.0
UTME,UTime,04/06/2021,4.78,39520036.2,Technology,0,-6.734,2765144,8267790,0.16,246899000,0.0
UTRS,Minerva Surgical,10/22/2021,8.71,248827236.45000002,Healthcare,0,-82.544,0,28567995,4.805,51781000,0.0
VACC,Vaccitech,04/30/2021,13.06,455172357.06,Healthcare,0,-7443.398,0,34852401,731.486,622257,0.0
VALN,Valneva,05/06/2021,49.11,2576836077,Healthcare,0,-58.369,68315853,52470700,23.358,110321000,0.0
VAQC,Vector Acquisition II,03/10/2021,9.85,564897539.4,Blank Check / SPAC,0,0.0,0,57350004,0.0,0,0.0
VAXX,Vaxxinity,11/11/2021,15.32,1709390984.72,Healthcare,0,-65505.224,0,111579046,12756.649,134000,0.0
VBNK,VersaBank,09/22/2021,12.84,355922244.84,Financial Services,21.228,34.87,41362595,27719801,7.402,48085000,0.0
VCKA,Vickers Vantage I,01/07/2021,10.07,231610000,Blank Check / SPAC,159.841,0.0,0,23000000,0.0,0,0.0
VCXA,10x Capital Venture Acquisition II,08/11/2021,10.3,291713499.70000005,Blank Check / SPAC,0,0.0,0,28321699,0.0,0,0.0
VECT,VectivBio Holding,04/09/2021,4.16,172137056,Healthcare,0,0.0,0,41379100,0.0,0,0.0
VEEE,Twin Vee PowerCats,07/21/2021,3.73,26110000,Consumer Cyclical,11.477,7.54,0,7000000,1.764,14801400,0.0
VEL,Velocity Financial,01/17/2020,13.01,420131930,Financials,12.971,27.03,83481000,32293000,5.033,83481000,30.122
VELO,Velocity Acquisition,02/23/2021,9.77,280887509.77,Blank Check / SPAC,0,0.0,0,28750001,0.0,0,0.0
VENA,Venus Acquisition,02/09/2021,10.07,60923500,Blank Check / SPAC,0,0.0,0,6050000,0.0,0,0.0
VERA,Vera Therapeutics,05/14/2021,28.43,604922168,Healthcare,0,0.0,0,21277600,0.0,0,0.0
VERV,Verve Therapeutics,06/17/2021,41.28,1988498797.44,Healthcare,0,0.0,0,48170998,0.0,0,0.0
VERX,Vertex,07/29/2020,20.8,3094831875.2000003,Technology,0,-0.15,258974000,148789994,7.486,413436000,14.464
VGII,Virgin Group Acquisition II,03/23/2021,9.82,494068740.18,Blank Check / SPAC,0,0.0,0,50312499,0.0,0,0.0
VHAQ,Viveon Health Acquisition,12/23/2020,10.03,226678000,Blank Check / SPAC,0,0.0,0,22600000,0.0,0,0.0
VIAO,VIA optronics AG,09/25/2020,9.1,206146868.2,Technology,0,-5.724,29245894,22653502,0.982,209988605,23.496
VII,7GC & Co. Holdings,12/23/2020,9.8,281750019.6,Blank Check / SPAC,0,0.0,0,28750002,0.0,0,0.0
VINP,Vinci Partners Investments,01/28/2021,12.03,684430020.03,Financial Services,5.33,46.566,0,56893601,1.691,404796000,0.0
VIRI,Virios Therapeutics,12/17/2020,5.59,46566880.1,Healthcare,0,0.0,0,8330390,0.0,0,0.0
VITL,Vital Farms,07/31/2020,18.8,757737722.4,Consumer Defensive,143.511,2.228,80727000,40305198,3.191,237489000,17.739
VLAT,Valor Latitude Acquisition,05/04/2021,9.7,278875009.7,Blank Check / SPAC,0,0.0,0,28750001,0.0,0,0.0
VLCN,Volcon,10/06/2021,16.48,186848592,Consumer Cyclical,0,0.0,0,11337900,0.0,0,0.0
VLON,Vallon Pharmaceuticals,02/10/2021,4.38,29840239.2,Healthcare,0,0.0,0,6812840,0.0,0,0.0
VMAC,Vistas Media Acquisition,08/07/2020,10.14,130096210.14,Blank Check / SPAC,34.726,0.0,0,12830001,0.0,0,0.0
VMAR,Vision Marine Technologies,11/24/2020,6.31,52262196.4,Consumer Discretionary,0,-301.014,0,8282440,22.388,2334341,0.0
VOR,Vor Biopharma,02/05/2021,14.04,523544579.99999994,Healthcare,0,0.0,0,37289500,0.0,0,0.0
VOSO,Virtuoso Acquisition,01/22/2021,14.51,417162500,Blank Check / SPAC,0,0.0,0,28750000,0.0,0,0.0
VPCB,VPC Impact Acquisition II,03/05/2021,9.92,317173181.76,Blank Check / SPAC,0,0.0,0,31973103,0.0,0,0.0
VPCC,VPC Impact Acquisition III,03/05/2021,9.95,315620955.04999995,Blank Check / SPAC,0,0.0,0,31720699,0.0,0,0.0
VRAR,The Glimpse Group,07/01/2021,15.01,176991916,Technology,0,-154.66,0,11791600,42.301,4184101,0.0
VRM,Vroom,06/09/2020,17.18,2352079354.1,Consumer Discretionary,0,-11.364,177499000,136907995,0.886,2655593000,103.111
VRPX,Virpax Pharmaceuticals,02/17/2021,4,46860800,Healthcare,0,0.0,0,11715200,0.0,0,0.0
VSCO,Victoria's Secret & Co.,08/03/2021,57.91,5116690458.549999,Consumer Cyclical,6.813,11.358,0,88355905,0.773,6621000000,0.0
VSTA,Vasta Platform,07/31/2020,2.96,246712160.88,Consumer Defensive,0,-13.026,531793000,83348703,0.276,892721000,-12.259
VTAQ,Ventoux CCM Acquisition,12/24/2020,10.02,216056250,Blank Check / SPAC,73.676,0.0,0,21562500,0.0,0,0.0
VTEX,VTEX,07/21/2021,15.12,2875173628.3199997,Technology,0,-45.987,0,190156986,24.415,117764000,0.0
VTIQ,VectoIQ Acquisition II,01/07/2021,9.78,346211980.44,Blank Check / SPAC,0,0.0,0,35399998,0.0,0,0.0
VTRU,Vitru,09/18/2020,13.53,318475905,Consumer Defensive,46.336,6.379,70058964,23538500,2.758,115473107,19.952
VTYX,Ventyx Biosciences,10/21/2021,21.38,1046132358.2199999,Healthcare,0,0.0,0,48930419,0.0,0,0.0
VVOS,Vivos Therapeutics,12/11/2020,2.94,67067576.94,Healthcare,0,-153.983,12184760,22812101,4.245,15797520,23.273
VYGG,Vy Global Growth,10/02/2020,9.86,634673410,Blank Check / SPAC,0,0.0,0,64368500,0.0,0,0.0
VZIO,VIZIO Holding,03/25/2021,20.36,3943956224.68,Consumer Discretionary,1197.647,0.52,0,193711013,1.769,2229415000,0.0
WALD,Waldencast Acquisition,03/16/2021,10,431249980,Blank Check / SPAC,0,0.0,0,43124998,0.0,0,0.0
WARR,Warrior Technologies Acquisition,02/26/2021,9.82,271032000,Blank Check / SPAC,0,0.0,0,27600000,0.0,0,0.0
WAVC,Waverley Capital Acquisition 1,08/20/2021,9.7,242499999.99999997,Blank Check / SPAC,0,0.0,0,25000000,0.0,0,0.0
WAVE,Eco Wave Power Global,07/01/2021,6.58,38885365.4,Information Technology,0,0.0,0,5909630,0.0,0,0.0
WBEV,Winc,11/11/2021,10.73,,Consumer Defensive,0,-10.753,0,0,0.0,64707000,0.0
WDH,Waterdrop,05/07/2021,1.8,709428607.2,Financial Services,0,-53.811,0,394127004,0.202,3516035000,0.0
WEAV,Weave Communications,11/11/2021,19.98,1256869891.98,Technology,0,-43.677,56905000,62906401,12.71,98890000,0.0
WEBR,Weber,08/05/2021,14.2,4077941757.3999996,Consumer Cyclical,29.323,7.35,0,287178997,2.155,1892193000,0.0
WIMI,WiMi Hologram Cloud,04/01/2020,4.53,422873697.06,Communication Services,0,-19.734,25907474,93349602,3.61,117127459,0.0
WINV,WinVest Acquisition,09/15/2021,9.84,141450000,Blank Check / SPAC,0,0.0,0,14375000,0.0,0,0.0
WISH,ContextLogic,12/16/2020,4.39,2822769920.98,Consumer Discretionary,0,-33.668,1440000000,642999982,1.09,2590000000,11.494
WKME,WalkMe,06/16/2021,22.22,1836529528.6799998,Technology,0,-48.692,0,82652094,10.263,178953000,0.0
WMG,Warner Music Group,06/03/2020,43.57,23023912950,Communication Services,75.121,5.444,2455000000,528435000,4.558,5051000000,13.226
WNW,Wunong Net Technology,12/15/2020,3.41,85250000,Consumer Cyclical,0,-10.025,0,25000000,3.853,22125320,0.0
WOOF,Petco,01/14/2021,21.45,7467259907.25,Consumer Discretionary,65.798,-0.538,0,348124005,1.518,4920202000,0.0
WPCA,Warburg Pincus Capital I-A,03/05/2021,9.85,348962845,Blank Check / SPAC,0,0.0,0,35427700,0.0,0,0.0
WPCB,Warburg Pincus Capital I-B,03/05/2021,9.81,672905217.24,Blank Check / SPAC,0,0.0,0,68593804,0.0,0,0.0
WQGA,World Quantum Growth Acquisition,08/11/2021,9.82,245500000,Blank Check / SPAC,0,0.0,0,25000000,0.0,0,0.0
WRAC,Williams Rowland Acquisition,07/27/2021,9.95,248749999.99999997,Blank Check / SPAC,0,0.0,0,25000000,0.0,0,0.0
WRBY,Warby Parker,09/29/2021,54.16,6030023564.4,Healthcare,0,-24.679,0,111337215,14.122,427001000,0.0
XLO,Xilio Therapeutics,10/22/2021,24.29,647806454.3299999,Healthcare,0,0.0,0,26669677,0.0,0,0.0
XM,Qualtrics International,01/28/2021,35.48,20174247923.16,Technology,0,-78.489,728348000,568609017,20.73,973188000,34.648
XMTR,Xometry,06/30/2021,57.53,2555534319.4700003,Industrials,0,-25.184,0,44420899,13.506,189219000,0.0
XPAX,XPAC Acquisition,07/30/2021,9.74,243500000,Blank Check / SPAC,0,0.0,0,25000000,0.0,0,0.0
